OrderNo,SalesOrderLineKey,OrderQuantity,ItemCost,ItemPrice,OrderDate,DeliveryDueDate,OrderToDelivery,CustomerName,CustomerCity,CustomerState,CustomerCountry,ProductCategory,ProductSubcategory,Product,ProductColor,Model,Order Line Price
SO43837,43837001,1,1898.09,3374.99,16/07/2017,18/07/2017,2,Shannon Carlson,Hervey Bay,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO43838,43838001,1,2171.29,3578.27,17/07/2017,21/07/2017,4,Miranda Alexander,El Cajon,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43839,43839001,1,2171.29,3578.27,17/07/2017,21/07/2017,4,Jennifer Young,Bremerton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO43840,43840001,1,413.15,699.1,17/07/2017,21/07/2017,4,Misty Yuan,Sèvres,Hauts de Seine,France,Bikes,Road Bikes,"Road-650 Red, 44",Red,Road-650,699.1
SO43841,43841001,1,2171.29,3578.27,17/07/2017,26/07/2017,9,Craig Jiménez,Münster,Saarland,Germany,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43842,43842001,1,2171.29,3578.27,17/07/2017,23/07/2017,6,Jaime Sutton,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43918,43918001,1,2171.29,3578.27,17/07/2017,20/07/2017,3,Paige Morris,Haney,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43919,43919001,1,2171.29,3578.27,17/07/2017,26/07/2017,9,Brandi Gill,Paris,Seine (Paris),France,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43920,43920001,1,2171.29,3578.27,17/07/2017,21/07/2017,4,Justin Taylor,Downey,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43921,43921001,1,2171.29,3578.27,17/07/2017,20/07/2017,3,Ariana Stewart,Coffs Harbour,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43922,43922001,1,2171.29,3578.27,17/07/2017,25/07/2017,8,Mitchell Jai,Münster,Saarland,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43923,43923001,1,2171.29,3578.27,18/07/2017,27/07/2017,9,Rachel Foster,Redwood City,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43924,43924001,1,2171.29,3578.27,18/07/2017,21/07/2017,3,Kaitlyn Henderson,Tremblay-en-France,Seine Saint Denis,France,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43925,43925001,1,2171.29,3578.27,18/07/2017,20/07/2017,2,Shane Raman,Malabar,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43926,43926001,1,1898.09,3374.99,18/07/2017,28/07/2017,10,Gilbert Raje,East Brisbane,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO43927,43927001,1,2171.29,3578.27,18/07/2017,26/07/2017,8,Stacey Gao,Sydney,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43928,43928001,1,2171.29,3578.27,18/07/2017,26/07/2017,8,Elijah Li,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43929,43929001,1,413.15,699.1,18/07/2017,26/07/2017,8,Gloria Diaz,Findon,South Australia,Australia,Bikes,Road Bikes,"Road-650 Red, 60",Red,Road-650,699.1
SO43930,43930001,1,2171.29,3578.27,19/07/2017,21/07/2017,2,Philip Gomez,Bellflower,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43931,43931001,1,2171.29,3578.27,19/07/2017,25/07/2017,6,Bridget Jai,Frankfurt,Bayern,Germany,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43932,43932001,1,2171.29,3578.27,19/07/2017,26/07/2017,7,Alan Xu,Rhodes,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43933,43933001,1,1912.15,3399.99,19/07/2017,24/07/2017,5,Theresa Ramos,Matraville,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",Silver,Mountain-100,3399.99
SO43934,43934001,1,1912.15,3399.99,19/07/2017,22/07/2017,3,Ebony Gonzalez,North Sydney,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO43935,43935001,1,413.15,699.1,19/07/2017,24/07/2017,5,Virginia Srini,Birmingham,England,United Kingdom,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO43936,43936001,1,2171.29,3578.27,19/07/2017,22/07/2017,3,Carrie Gill,Beverly Hills,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO43937,43937001,1,2171.29,3578.27,19/07/2017,24/07/2017,5,Kendra Rubio,Caloundra,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43938,43938001,1,2171.29,3578.27,19/07/2017,26/07/2017,7,Kristine Alonso,Malabar,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43939,43939001,1,2171.29,3578.27,19/07/2017,22/07/2017,3,Emily Jones,Goulburn,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43940,43940001,1,413.15,699.1,19/07/2017,22/07/2017,3,Sharon Sharma,North Sydney,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO43941,43941001,1,2171.29,3578.27,20/07/2017,22/07/2017,2,Marie Sanz,Watford,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43942,43942001,1,2171.29,3578.27,20/07/2017,24/07/2017,4,Jessie Ortega,Brisbane,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43943,43943001,1,413.15,699.1,20/07/2017,23/07/2017,3,Natalie Hernandez,National City,California,United States,Bikes,Road Bikes,"Road-650 Black, 44",Black,Road-650,699.1
SO43944,43944001,1,1912.15,3399.99,20/07/2017,28/07/2017,8,Deanna Munoz,Geelong,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO43945,43945001,1,2171.29,3578.27,20/07/2017,23/07/2017,3,Kristi Arthur,Matraville,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43946,43946001,1,2171.29,3578.27,20/07/2017,24/07/2017,4,Lawrence Romero,Malabar,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43947,43947001,1,2171.29,3578.27,20/07/2017,29/07/2017,9,Suzanne Lu,Coffs Harbour,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43948,43948001,1,1912.15,3399.99,20/07/2017,27/07/2017,7,Jaclyn Lu,Geelong,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO43949,43949001,1,2171.29,3578.27,20/07/2017,30/07/2017,10,Sophia Hall,Lemon Grove,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43950,43950001,1,2171.29,3578.27,20/07/2017,27/07/2017,7,Rachel Robinson,Beverly Hills,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO43951,43951001,1,2171.29,3578.27,20/07/2017,27/07/2017,7,Claudia Zeng,Gold Coast,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO43952,43952001,1,2171.29,3578.27,20/07/2017,24/07/2017,4,Renee Romero,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43953,43953001,1,413.15,699.1,21/07/2017,24/07/2017,3,Colleen Chavez,Warrington,England,United Kingdom,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO43954,43954001,1,2171.29,3578.27,21/07/2017,28/07/2017,7,Virginia Mehta,Billericay,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO43955,43955001,1,2171.29,3578.27,21/07/2017,23/07/2017,2,Andre Sara,Warrington,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43956,43956001,1,1912.15,3399.99,21/07/2017,31/07/2017,10,Bethany Yuan,Cloverdale,South Australia,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO43957,43957001,1,2171.29,3578.27,21/07/2017,29/07/2017,8,Amanda Wood,Newport Beach,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43958,43958001,1,2171.29,3578.27,21/07/2017,28/07/2017,7,Ashlee Raje,Wollongong,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43959,43959001,1,1898.09,3374.99,21/07/2017,30/07/2017,9,Wendy Dominguez,Cranbourne,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO43960,43960001,1,1898.09,3374.99,21/07/2017,29/07/2017,8,Christine Yuan,Lavender Bay,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO43961,43961001,1,2171.29,3578.27,22/07/2017,30/07/2017,8,Kari Navarro,Chula Vista,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO43962,43962001,1,2171.29,3578.27,22/07/2017,27/07/2017,5,Logan Williams,Redwood City,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43963,43963001,1,2171.29,3578.27,22/07/2017,29/07/2017,7,Robin Dominguez,Port Macquarie,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43964,43964001,1,2171.29,3578.27,22/07/2017,24/07/2017,2,Krista Moreno,Townsville,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43965,43965001,1,1898.09,3374.99,22/07/2017,25/07/2017,3,Diana Hernandez,Lavender Bay,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO43966,43966001,1,1912.15,3399.99,22/07/2017,01/08/2017,10,Marc Martin,Wollongong,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",Silver,Mountain-100,3399.99
SO43967,43967001,1,2171.29,3578.27,22/07/2017,27/07/2017,5,Jack Mitchell,Everett,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43968,43968001,1,2171.29,3578.27,22/07/2017,24/07/2017,2,Olivia Bennett,Lemon Grove,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43969,43969001,1,2171.29,3578.27,22/07/2017,24/07/2017,2,Trevor Ross,Berkeley,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43970,43970001,1,2171.29,3578.27,22/07/2017,26/07/2017,4,Joel Perez,Warrnambool,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO43971,43971001,1,2171.29,3578.27,22/07/2017,30/07/2017,8,Alvin She,Lavender Bay,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43972,43972001,1,2171.29,3578.27,23/07/2017,01/08/2017,9,Thomas Roberts,Langford,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43973,43973001,1,2171.29,3578.27,23/07/2017,25/07/2017,2,Xavier Lee,Palo Alto,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43974,43974001,1,2171.29,3578.27,23/07/2017,27/07/2017,4,Mario Xie,Bury,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43975,43975001,1,2171.29,3578.27,23/07/2017,29/07/2017,6,Paula Ortega,Erlangen,Bayern,Germany,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43976,43976001,1,2171.29,3578.27,23/07/2017,30/07/2017,7,Gabrielle Turner,Santa Cruz,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43977,43977001,1,2171.29,3578.27,23/07/2017,29/07/2017,6,Denise Sanchez,Hobart,Tasmania,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43978,43978001,1,2171.29,3578.27,23/07/2017,01/08/2017,9,Jason Gonzalez,Beaverton,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43979,43979001,1,413.15,699.1,23/07/2017,27/07/2017,4,Anna Price,Renton,Washington,United States,Bikes,Road Bikes,"Road-650 Red, 60",Red,Road-650,699.1
SO43980,43980001,1,1898.09,3374.99,23/07/2017,27/07/2017,4,Jeremy Powell,Sunbury,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO43981,43981001,1,2171.29,3578.27,23/07/2017,01/08/2017,9,Sophia Nelson,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43982,43982001,1,413.15,699.1,23/07/2017,25/07/2017,2,Mario Shan,Port Macquarie,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO43983,43983001,1,2171.29,3578.27,24/07/2017,01/08/2017,8,Christopher Martin,Bremerton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43984,43984001,1,2171.29,3578.27,24/07/2017,03/08/2017,10,Brad Sharma,Grevenbroich,Bayern,Germany,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO43985,43985001,1,2171.29,3578.27,24/07/2017,29/07/2017,5,Cara Liang,Salzgitter,Hessen,Germany,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO43986,43986001,1,2171.29,3578.27,24/07/2017,31/07/2017,7,Ian Morris,Daly City,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43987,43987001,1,2171.29,3578.27,24/07/2017,28/07/2017,4,Joseph Brown,Concord,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43988,43988001,1,1912.15,3399.99,24/07/2017,29/07/2017,5,Alexis Coleman,Runcorn,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO43989,43989001,1,2171.29,3578.27,24/07/2017,28/07/2017,4,Kaitlyn Foster,Bellflower,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43990,43990001,1,1912.15,3399.99,24/07/2017,29/07/2017,5,Melanie Ross,Sedro Woolley,Washington,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO43991,43991001,1,2171.29,3578.27,24/07/2017,30/07/2017,6,Lee Blanco,Goulburn,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43992,43992001,1,2171.29,3578.27,24/07/2017,03/08/2017,10,Dennis Ye,Springwood,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO43993,43993001,1,2171.29,3578.27,25/07/2017,31/07/2017,6,Savannah Scott,Hobart,Tasmania,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43994,43994001,1,2171.29,3578.27,25/07/2017,29/07/2017,4,Olivia Jackson,Chula Vista,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO43995,43995001,1,2171.29,3578.27,25/07/2017,31/07/2017,6,Dalton Brown,Shawnee,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO43996,43996001,1,2171.29,3578.27,25/07/2017,03/08/2017,9,Mary Howard,Woodland Hills,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43997,43997001,1,2171.29,3578.27,25/07/2017,01/08/2017,7,Jason Lopez,Downey,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO43998,43998001,1,1898.09,3374.99,25/07/2017,30/07/2017,5,Jaime Nath,Milsons Point,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO43999,43999001,1,2171.29,3578.27,25/07/2017,31/07/2017,6,Jay Sanchez,Beaverton,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44000,44000001,1,2171.29,3578.27,26/07/2017,29/07/2017,3,Samantha Ross,Burlingame,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44001,44001001,1,2171.29,3578.27,26/07/2017,02/08/2017,7,Jimmy Navarro,Concord,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44002,44002001,1,413.15,699.1,26/07/2017,28/07/2017,2,Melanie Foster,Lincoln Acres,California,United States,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44003,44003001,1,413.15,699.1,26/07/2017,01/08/2017,6,Kelli Chen,München,Hessen,Germany,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44004,44004001,1,2171.29,3578.27,26/07/2017,03/08/2017,8,Kyle Lopez,Burlingame,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44005,44005001,1,413.15,699.1,26/07/2017,30/07/2017,4,Miranda Price,Metchosin,British Columbia,Canada,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO44006,44006001,1,2171.29,3578.27,26/07/2017,02/08/2017,7,Lacey Guo,North Ryde,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44007,44007001,1,413.15,699.1,26/07/2017,31/07/2017,5,Trisha Lu,Milsons Point,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Red, 58",Red,Road-650,699.1
SO44008,44008001,1,2171.29,3578.27,26/07/2017,01/08/2017,6,Angel Carter,Lake Oswego,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44009,44009001,1,2171.29,3578.27,26/07/2017,02/08/2017,7,Alexandria Brooks,Renton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44010,44010001,1,2171.29,3578.27,26/07/2017,02/08/2017,7,Jan Watson,Warrington,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44011,44011001,1,2171.29,3578.27,26/07/2017,28/07/2017,2,Lindsay Luo,Eilenburg,Brandenburg,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44012,44012001,1,1898.09,3374.99,26/07/2017,04/08/2017,9,Heidi Lopez,Matraville,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44013,44013001,1,2171.29,3578.27,26/07/2017,29/07/2017,3,Bryan Stewart,Goulburn,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44014,44014001,1,2171.29,3578.27,27/07/2017,04/08/2017,8,Andrea Sanders,Long Beach,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44015,44015001,1,2171.29,3578.27,27/07/2017,04/08/2017,8,Dominic Gonzalez,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44016,44016001,1,1898.09,3374.99,27/07/2017,06/08/2017,10,Claudia Zhou,Lancaster,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44017,44017001,1,2171.29,3578.27,27/07/2017,01/08/2017,5,Jack Young,Lake Oswego,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44018,44018001,1,1898.09,3374.99,27/07/2017,05/08/2017,9,Noah King,Walla Walla,Washington,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44019,44019001,1,2171.29,3578.27,27/07/2017,29/07/2017,2,Laura Zheng,North Ryde,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44020,44020001,1,2171.29,3578.27,27/07/2017,05/08/2017,9,Dalton Lee,Brisbane,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44021,44021001,1,1898.09,3374.99,27/07/2017,31/07/2017,4,Denise Stone,Melbourne,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44022,44022001,1,2171.29,3578.27,28/07/2017,30/07/2017,2,Alisha Ye,Cliffside,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44023,44023001,1,1898.09,3374.99,28/07/2017,04/08/2017,7,Gabrielle Long,Langford,British Columbia,Canada,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,Mountain-100,3374.99
SO44024,44024001,1,2171.29,3578.27,28/07/2017,05/08/2017,8,Rosa Lu,Geelong,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44025,44025001,1,2171.29,3578.27,28/07/2017,31/07/2017,3,Kellie Sanz,Lavender Bay,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44026,44026001,1,2171.29,3578.27,28/07/2017,06/08/2017,9,Derek Goel,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44027,44027001,1,2171.29,3578.27,28/07/2017,31/07/2017,3,Lucas Collins,Oak Bay,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44028,44028001,1,2171.29,3578.27,28/07/2017,05/08/2017,8,Natasha Gutierrez,Darlinghurst,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44029,44029001,1,1898.09,3374.99,28/07/2017,31/07/2017,3,Alan Zheng,Hobart,Tasmania,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44030,44030001,1,2171.29,3578.27,29/07/2017,01/08/2017,3,Randall Dominguez,Dunkerque,Nord,France,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44031,44031001,1,2171.29,3578.27,29/07/2017,31/07/2017,2,Teresa Ramos,York,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44032,44032001,1,1912.15,3399.99,29/07/2017,06/08/2017,8,Robin Alvarez,Esher-Molesey,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44033,44033001,1,2171.29,3578.27,29/07/2017,07/08/2017,9,Ethan Coleman,Caloundra,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44034,44034001,1,2171.29,3578.27,29/07/2017,04/08/2017,6,Patricia Raman,Cranbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44035,44035001,1,2171.29,3578.27,29/07/2017,08/08/2017,10,Derrick Serrano,Hervey Bay,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44036,44036001,1,2171.29,3578.27,29/07/2017,07/08/2017,9,Preston Sai,Newcastle,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44037,44037001,1,413.15,699.1,29/07/2017,06/08/2017,8,Edwin Xu,Springwood,New South Wales,Australia,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO44038,44038001,1,1912.15,3399.99,29/07/2017,08/08/2017,10,Jessica Lewis,Woodland Hills,California,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44039,44039001,1,413.15,699.1,29/07/2017,01/08/2017,3,Mayra Perez,Colombes,Hauts de Seine,France,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44040,44040001,1,1898.09,3374.99,29/07/2017,08/08/2017,10,Carl Andersen,Lane Cove,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44041,44041001,1,2171.29,3578.27,29/07/2017,05/08/2017,7,Mitchell Pal,Wollongong,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
